 ZINC000000090014,-6.2,0
 ZINC000000118434,-6.2,0
 ZINC000000176459,-6.2,0
 ZINC000000189997,-6.2,0
 ZINC000000197926,-6.2,0
 ZINC000000203784,-6.2,0
 ZINC000000212351,-6.2,0
 ZINC000000212462,-6.2,0
 ZINC000000212916,-6.2,0
 ZINC000000235134,-6.2,0
 ZINC000000239661,-6.2,0
 ZINC000000256657,-6.2,0
 ZINC000000317052,-6.2,0
 ZINC000000385643,-6.2,0
 ZINC000000425727,-6.2,0
 ZINC000000000024,-6.1,0
 ZINC000000000857,-6.1,0
 ZINC000000001227,-6.1,0
 ZINC000000001725,-6.1,0
 ZINC000000002433,-6.1,0
 ZINC000000005428,-6.1,0
 ZINC000000006486,-6.1,0
 ZINC000000009463,-6.1,0
 ZINC000000022509,-6.1,0
 ZINC000000034439,-6.1,0
 ZINC000000045487,-6.1,0
 ZINC000000052222,-6.1,0
 ZINC000000092326,-6.1,0
 ZINC000000093453,-6.1,0
 ZINC000000104174,-6.1,0
 ZINC000000111653,-6.1,0
 ZINC000000000795,-6,0
 ZINC000000001614,-6,0
 ZINC000000005810,-6,0
 ZINC000000006227,-6,0
 ZINC000000008849,-6,0
 ZINC000000077342,-6,0
 ZINC000000093224,-6,0
 ZINC000000135852,-6,0
 ZINC000000135951,-6,0
 ZINC000000156000,-6,0
 ZINC000000156239,-6,0
 ZINC000000183488,-6,0
 ZINC000000293473,-6,0
 ZINC000000299689,-6,0
 ZINC000000000547,-5.9,0
 ZINC000000000587,-5.9,0
 ZINC000000001297,-5.9,0
 ZINC000000010493,-5.9,0
 ZINC000000021399,-5.9,0
 ZINC000000027746,-5.9,0
 ZINC000000033343,-5.9,0
 ZINC000000035447,-5.9,0
 ZINC000000084397,-5.9,0
 ZINC000000090011,-5.9,0
 ZINC000000208067,-5.9,0
 ZINC000000235781,-5.9,0
 ZINC000000240505,-5.9,0
 ZINC000000380785,-5.9,0
 ZINC000000000523,-5.8,0
 ZINC000000001150,-5.8,0
 ZINC000000001609,-5.8,0
 ZINC000000002650,-5.8,0
 ZINC000000016140,-5.8,0
 ZINC000000055306,-5.8,0
 ZINC000000056265,-5.8,0
 ZINC000000074813,-5.8,0
 ZINC000000078276,-5.8,0
 ZINC000000087920,-5.8,0
 ZINC000000098738,-5.8,0
 ZINC000000115787,-5.8,0
 ZINC000000131696,-5.8,0
 ZINC000000148041,-5.8,0
 ZINC000000160603,-5.8,0
 ZINC000000219997,-5.8,0
 ZINC000000261494,-5.8,0
 ZINC000000261563,-5.8,0
 ZINC000000001048,-5.7,0
 ZINC000000004503,-5.7,0
 ZINC000000005293,-5.7,0
 ZINC000000008760,-5.7,0
 ZINC000000008987,-5.7,0
 ZINC000000012056,-5.7,0
 ZINC000000084804,-5.7,0
 ZINC000000090023,-5.7,0
 ZINC000000098649,-5.7,0
 ZINC000000109919,-5.7,0
 ZINC000000115838,-5.7,0
 ZINC000000118826,-5.7,0
 ZINC000000169334,-5.7,0
 ZINC000000338123,-5.7,0
 ZINC000000004010,-5.6,0
 ZINC000000004734,-5.6,0
 ZINC000000005324,-5.6,0
 ZINC000000006989,-5.6,0
 ZINC000000022280,-5.6,0
 ZINC000000035433,-5.6,0
 ZINC000000035443,-5.6,0
 ZINC000000036888,-5.6,0
 ZINC000000060293,-5.6,0
 ZINC000000084400,-5.6,0
 ZINC000000102969,-5.6,0
 ZINC000000112332,-5.6,0
 ZINC000000252099,-5.6,0
 ZINC000000000720,-5.5,0
 ZINC000000000817,-5.5,0
 ZINC000000006806,-5.5,0
 ZINC000000027629,-5.5,0
 ZINC000000050507,-5.5,0
 ZINC000000055484,-5.5,0
 ZINC000000160373,-5.5,0
 ZINC000000190254,-5.5,0
 ZINC000000210668,-5.5,0
 ZINC000000261485,-5.5,0
 ZINC000000000494,-5.4,0
 ZINC000000000570,-5.4,0
 ZINC000000005321,-5.4,0
 ZINC000000017058,-5.4,0
 ZINC000000037408,-5.4,0
 ZINC000000078064,-5.4,0
 ZINC000000084797,-5.4,0
 ZINC000000240698,-5.4,0
 ZINC000000000630,-5.3,0
 ZINC000000005883,-5.3,0
 ZINC000000006307,-5.3,0
 ZINC000000007623,-5.3,0
 ZINC000000027631,-5.3,0
 ZINC000000034303,-5.3,0
 ZINC000000118187,-5.3,0
 ZINC000000004184,-5.2,0
 ZINC000000013603,-5.2,0
 ZINC000000053123,-5.2,0
 ZINC000000001790,-5.1,0
 ZINC000000020286,-5.1,0
 ZINC000000037376,-5.1,0
 ZINC000000038074,-5.1,0
 ZINC000000041539,-5.1,0
 ZINC000000055397,-5.1,0
 ZINC000000000465,-5,0
 ZINC000000009342,-5,0
 ZINC000000010913,-5,0
 ZINC000000023623,-5,0
 ZINC000000032420,-5,0
 ZINC000000056496,-5,0
 ZINC000000004166,-4.9,0
 ZINC000000017086,-4.9,0
 ZINC000000020231,-4.9,0
 ZINC000000003233,-4.8,0
 ZINC000000025861,-4.8,0
 ZINC000000027201,-4.7,0
 ZINC000000040751,-4.4,0
 ZINC000000160473,-4.4,0
