Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
57.11,0.1396413,0.1266938,0.1467673,0.1166908,0.1292532,0.1262883,0.1302063,0.1438309,0.1876277,0.1152266,0.1288396,0.2040138,,,,,,,,,,,,,
57.12,0.1465245,0.1429419,0.157785,0.1264682,0.1176019,0.1196685,0.1317795,0.1444054,0.1807419,0.1177706,0.1330492,0.2048343,,,,,,,,,,,,,
57.13,0.1470592,0.1311097,0.17151,0.1211242,0.1147766,0.1166212,0.1324926,0.1392134,0.1788986,0.1185502,0.1392859,0.2076311,,,,,,,,,,,,,
57.14,0.1453741,0.1291064,0.1706723,0.1204429,0.115218,0.1112631,0.1312324,0.1531748,0.183524,0.1216213,0.1320359,0.2064586,,,,,,,,,,,,,
57.15,0.1396398,0.1179463,0.1623787,0.129518,0.1153661,0.1194752,0.1443651,0.1576636,0.1819202,0.1193137,0.1361207,0.2033795,,,,,,,,,,,,,
57.16,0.1463003,0.1112604,0.1648889,0.1198473,0.1228485,0.1176418,0.1286312,0.1553997,0.1889375,0.1100533,0.1312587,0.2027524,,,,,,,,,,,,,
57.17,0.1396939,0.111029,0.1720216,0.1209938,0.1121415,0.1162965,0.1431516,0.1414742,0.1873438,0.1139189,0.1284872,0.2015113,,,,,,,,,,,,,
57.18,0.1383905,0.1084734,0.1536506,0.1242432,0.1042353,0.1304779,0.1431533,0.1439631,0.189911,0.111109,0.1407686,0.210707,,,,,,,,,,,,,
57.19,0.1410408,0.1129068,0.1458897,0.1222591,0.1118648,0.1251574,0.1428251,0.1464556,0.1928692,0.1183291,0.1430083,0.2026716,,,,,,,,,,,,,
57.2,0.1495471,0.1256237,0.1558992,0.1130252,0.1246477,0.1218209,0.1307935,0.1423681,0.188808,0.1161461,0.1305844,0.2142057,,,,,,,,,,,,,
57.21,0.156336,0.1227065,0.1439499,0.1132554,0.1145238,0.1101983,0.1260169,0.1490628,0.1903394,0.1102346,0.1238381,0.2149023,,,,,,,,,,,,,
57.22,0.1449168,0.1172573,0.1376501,0.1224177,0.1124537,0.1245611,0.1256192,0.1581552,0.1875464,0.1138376,0.1290104,0.2105662,,,,,,,,,,,,,
57.23,0.1473042,0.1125198,0.1238262,0.10997,0.1114857,0.1066036,0.1300173,0.1490184,0.1818583,0.1209545,0.1421925,0.2140726,,,,,,,,,,,,,
57.24,0.140231,0.1176373,0.1331148,0.1113759,0.1049594,0.1151711,0.1375561,0.1475611,0.1850408,0.1210705,0.1365307,0.2056751,,,,,,,,,,,,,
57.25,0.1376434,0.1204126,0.1278241,0.1233169,0.1097244,0.1147293,0.120546,0.1488655,0.1899617,0.1210294,0.1335266,0.2105379,,,,,,,,,,,,,
57.26,0.1351833,0.1219391,0.1327031,0.1111904,0.0998647,0.1133576,0.1235683,0.1484725,0.1843009,0.1123748,0.1221222,0.2175875,,,,,,,,,,,,,
57.27,0.1357667,0.1180275,0.1185689,0.1278129,0.1225187,0.1138842,0.1462088,0.1551486,0.196003,0.1145504,0.13458,0.2014644,,,,,,,,,,,,,
57.28,0.1361073,0.1176096,0.1140851,0.1217737,0.1102372,0.1154819,0.1452099,0.1468994,0.1863957,0.1135365,0.1270552,0.1998686,,,,,,,,,,,,,
57.29,0.135113,0.1113374,0.1400449,0.1107088,0.1111163,0.1128135,0.1340861,0.1517568,0.1898746,0.0964245,0.1309742,0.1984854,,,,,,,,,,,,,
57.3,0.1463806,0.113209,0.1210745,0.1127952,0.1132861,0.1108496,0.1349666,0.1447812,0.1861302,0.0977581,0.1244123,0.1974221,,,,,,,,,,,,,
57.31,0.1492886,0.1132777,0.130172,0.1216799,0.1150085,0.1152029,0.1387172,0.1469671,0.186739,0.0994485,0.1202146,0.2071961,,,,,,,,,,,,,
57.32,0.1421904,0.1208325,0.1429472,0.1182057,0.1111496,0.1070732,0.139131,0.1558572,0.1923279,0.0945662,0.1239024,0.2104978,,,,,,,,,,,,,
57.33,0.1438899,0.1262496,0.1445671,0.122795,0.1081292,0.1118065,0.1335336,0.154088,0.1890173,0.1066737,0.1339217,0.2034288,,,,,,,,,,,,,
57.34,0.1407869,0.1223322,0.147938,0.1153981,0.1099285,0.1229006,0.1288208,0.1556092,0.1868927,0.1062554,0.1229164,0.198769,,,,,,,,,,,,,
57.35,0.1385529,0.1148085,0.1451415,0.1313926,0.1052703,0.1193618,0.130849,0.1579744,0.1752201,0.1020574,0.1237558,0.2098144,,,,,,,,,,,,,
57.36,0.1396509,0.1139956,0.1374122,0.1217195,0.1134309,0.1088184,0.1160027,0.1512368,0.1767845,0.1099189,0.139265,0.2040828,,,,,,,,,,,,,
57.37,0.1450671,0.1086245,0.13184,0.1233588,0.1283694,0.1114781,0.1255833,0.1590503,0.1782744,0.1061708,0.1320871,0.202314,,,,,,,,,,,,,
57.38,0.1421633,0.1096819,0.1371,0.1160633,0.1299176,0.1161002,0.1314077,0.1410492,0.1792597,0.1115938,0.1333,0.2067529,,,,,,,,,,,,,
57.39,0.1392499,0.1092367,0.1326901,0.1207296,0.1278611,0.1148565,0.1318449,0.1448616,0.1961193,0.1047392,0.1395293,0.201773,,,,,,,,,,,,,
57.4,0.1390425,0.1022112,0.1277673,0.121813,0.1317641,0.1169692,0.1220095,0.1476879,0.1910581,0.1152936,0.1378813,0.2039569,,,,,,,,,,,,,
57.41,0.1370967,0.1067231,0.1201914,0.1241971,0.1300803,0.1143732,0.1149829,0.1387954,0.1893335,0.1029247,0.1241812,0.2028617,,,,,,,,,,,,,
57.42,0.1389974,0.106539,0.126942,0.1291858,0.1264391,0.1182547,0.1125574,0.1472275,0.1842825,0.1057371,0.1276165,0.2074339,,,,,,,,,,,,,
57.43,0.1368206,0.1129724,0.1261595,0.1423706,0.1250888,0.1177746,0.1118531,0.1399938,0.1813019,0.0957129,0.1226085,0.2129989,,,,,,,,,,,,,
57.44,0.1324889,0.1147404,0.1228973,0.1367788,0.128385,0.1221364,0.109108,0.1489215,0.1887338,0.1029925,0.1264111,0.2136536,,,,,,,,,,,,,
57.45,0.13723,0.1124929,0.11908,0.1211987,0.1326281,0.1132953,0.1179459,0.1574136,0.1823516,0.1087811,0.1436917,0.2072316,,,,,,,,,,,,,
57.46,0.1442735,0.1196229,0.1219875,0.1227457,0.1350867,0.1105952,0.1166379,0.1491555,0.172508,0.1146683,0.1492296,0.2035363,,,,,,,,,,,,,
57.47,0.1478731,0.11428,0.1265999,0.1168091,0.1285877,0.1140668,0.1291569,0.1424693,0.1871857,0.1057482,0.1490192,0.2185561,,,,,,,,,,,,,
57.48,0.1388257,0.1183797,0.1199038,0.120268,0.1266069,0.1139314,0.1237329,0.1505865,0.194234,0.1163548,0.1394154,0.2022988,,,,,,,,,,,,,
57.49,0.1469795,0.1165827,0.1257171,0.1198158,0.1214278,0.1120415,0.1247828,0.1468875,0.1886502,0.1121372,0.1281564,0.1987015,,,,,,,,,,,,,
57.5,0.149576,0.1160904,0.1408732,0.1233535,0.1183992,0.1133644,0.1235568,0.1475222,0.186047,0.1142467,0.1227583,0.2140349,,,,,,,,,,,,,
57.51,0.1455505,0.1134591,0.1381697,0.1202148,0.1231514,0.1106899,0.1203875,0.137581,0.1832958,0.1056327,0.1393605,0.2194687,,,,,,,,,,,,,
57.52,0.1399509,0.1182792,0.1350024,0.1241548,0.1176576,0.1109448,0.1175741,0.1394974,0.1775019,0.0993814,0.1183578,0.2152224,,,,,,,,,,,,,
57.53,0.1486728,0.112329,0.1425992,0.1136101,0.1112805,0.1168349,0.1199491,0.1472987,0.1730422,0.0937914,0.1292711,0.2188824,,,,,,,,,,,,,
57.54,0.1547481,0.1158447,0.1437759,0.1240482,0.118098,0.1188436,0.1294402,0.1525772,0.1861467,0.0945787,0.1415149,0.2167307,,,,,,,,,,,,,
57.55,0.1512049,0.1047115,0.1569297,0.1201267,0.1201473,0.1193932,0.1339012,0.1535613,0.196404,0.0978174,0.1362741,0.2164774,,,,,,,,,,,,,
57.56,0.1509191,0.1123558,0.1377193,0.1170506,0.1267123,0.114107,0.1324909,0.1470299,0.1984596,0.0964361,0.1250109,0.2103808,,,,,,,,,,,,,
57.57,0.1473077,0.1330516,0.1608952,0.102649,0.1310356,0.1181776,0.1367299,0.1471786,0.2024404,0.098066,0.1256661,0.2186645,,,,,,,,,,,,,
57.58,0.14415,0.1248587,0.1588769,0.1192214,0.1176166,0.1265309,0.1291611,0.1508405,0.1938476,0.0923971,0.1330501,0.2277747,,,,,,,,,,,,,
57.59,0.1435439,0.1226586,0.1548857,0.118659,0.1246418,0.1286945,0.1236854,0.1508888,0.184673,0.1013061,0.1384414,0.2161669,,,,,,,,,,,,,
57.6,0.1446079,0.1161815,0.1395452,0.1127705,0.1061566,0.1126439,0.1175407,0.1376366,0.18255,0.1075652,0.1367767,0.2254639,,,,,,,,,,,,,
57.61,0.1510811,0.1105003,0.1464859,0.1173064,0.1246586,0.1155383,0.1192279,0.1465066,0.1778562,0.0996247,0.142772,0.2330339,,,,,,,,,,,,,
57.62,0.1520104,0.1237513,0.1427342,0.1131987,0.1299339,0.1151294,0.1235059,0.138863,0.1945811,0.1018804,0.1309098,0.2401222,,,,,,,,,,,,,
57.63,0.1588929,0.1151935,0.1541388,0.1177271,0.1248844,0.1121312,0.1372823,0.1330989,0.1970307,0.1045926,0.1301502,0.2373192,,,,,,,,,,,,,
57.64,0.1511236,0.1192031,0.133892,0.1169133,0.1377044,0.1190644,0.1321486,0.1463028,0.1862273,0.0985844,0.1207085,0.2265984,,,,,,,,,,,,,
57.65,0.151832,0.1123095,0.1391643,0.1271807,0.1293906,0.1152001,0.1190166,0.1482964,0.1833846,0.1003903,0.1239646,0.2210847,,,,,,,,,,,,,
57.66,0.1552029,0.1052298,0.1415662,0.1248734,0.1249289,0.1160844,0.1330073,0.1585664,0.1900482,0.094132,0.1225982,0.2173922,,,,,,,,,,,,,
57.67,0.15883,0.1117164,0.1370441,0.137106,0.1241098,0.1174163,0.1366449,0.1508082,0.1983196,0.10863,0.1299695,0.2281201,,,,,,,,,,,,,
57.68,0.1591402,0.1207605,0.1374577,0.127922,0.1329301,0.1235265,0.1344436,0.1485099,0.1955303,0.0932419,0.1370774,0.2345497,,,,,,,,,,,,,
57.69,0.1593168,0.117655,0.1451245,0.1296075,0.1277658,0.1175934,0.1229416,0.1433279,0.1927027,0.0983018,0.1245577,0.2318791,,,,,,,,,,,,,
57.7,0.1595329,0.1026108,0.1445107,0.1365879,0.1038142,0.1196074,0.1298411,0.1404618,0.17572,0.0921284,0.1314389,0.23249,,,,,,,,,,,,,
57.71,0.1572252,0.1135853,0.1422094,0.1220326,0.1280646,0.114942,0.1257149,0.1428584,0.1829603,0.1094666,0.1253249,0.2251992,,,,,,,,,,,,,
57.72,0.1672589,0.1121933,0.1539719,0.1236,0.117096,0.1216335,0.1438532,0.15035,0.1873758,0.1043289,0.1360009,0.2249686,,,,,,,,,,,,,
57.73,0.1598137,0.1164117,0.1525096,0.1230668,0.1234779,0.1132437,0.1516344,0.1476377,0.1835037,0.1012789,0.122388,0.2212742,,,,,,,,,,,,,
57.74,0.1552544,0.107982,0.1638391,0.1201312,0.11479,0.1106862,0.152771,0.1431228,0.188791,0.1088101,0.1253522,0.2466501,,,,,,,,,,,,,
57.75,0.159991,0.1208459,0.1492286,0.1232235,0.1181125,0.1139982,0.1360105,0.1437206,0.1942893,0.0971367,0.1347678,0.2416524,,,,,,,,,,,,,
57.76,0.1391318,0.1283605,0.1446902,0.1132412,0.1192443,0.1206777,0.1388289,0.1352384,0.1870946,0.1057231,0.1351388,0.2281833,,,,,,,,,,,,,
57.77,0.1515308,0.1322638,0.1407816,0.1190101,0.133074,0.1179044,0.1256527,0.1349525,0.1873486,0.1047273,0.1415836,0.2367698,,,,,,,,,,,,,
57.78,0.1535622,0.1238678,0.1458776,0.1225237,0.1286923,0.1149343,0.1255667,0.1401326,0.202791,0.0985226,0.1376826,0.2243853,,,,,,,,,,,,,
57.79,0.1538554,0.1327289,0.1341416,0.1304798,0.1185599,0.1163175,0.1290082,0.1423651,0.1934239,0.0992852,0.1343374,0.2298417,,,,,,,,,,,,,
57.8,0.1489263,0.1195353,0.1411225,0.1149988,0.1231909,0.120383,0.1266379,0.1401646,0.1983024,0.1086939,0.1398162,0.2431263,,,,,,,,,,,,,
57.81,0.1463848,0.1195872,0.1424585,0.1113619,0.122274,0.1275564,0.1112793,0.1421656,0.1849028,0.0965337,0.1347558,0.2459976,,,,,,,,,,,,,
57.82,0.1412541,0.1244275,0.1470647,0.1057137,0.1147126,0.1247113,0.1230734,0.1523315,0.1979895,0.1073426,0.1396725,0.2373077,,,,,,,,,,,,,
57.83,0.1460183,0.1303802,0.1439701,0.1111423,0.1277446,0.1305512,0.1275847,0.1462369,0.1905047,0.1026648,0.1388028,0.2344396,,,,,,,,,,,,,
57.84,0.1469034,0.1220235,0.1514154,0.1155336,0.1233134,0.1236701,0.1139283,0.1441966,0.1871419,0.1020698,0.12773,0.2352417,,,,,,,,,,,,,
57.85,0.1411213,0.1214874,0.1557574,0.130233,0.1291194,0.1300844,0.1073459,0.1480763,0.1969606,0.1065761,0.1266944,0.2286012,,,,,,,,,,,,,
57.86,0.1416354,0.11887,0.1589769,0.1227273,0.1237513,0.1279132,0.1183563,0.1481934,0.1888854,0.1023496,0.1400994,0.2338956,,,,,,,,,,,,,
57.87,0.1524361,0.1115511,0.1459886,0.1218804,0.127129,0.1240911,0.1216853,0.144627,0.1986603,0.0922768,0.1420876,0.2277678,,,,,,,,,,,,,
57.88,0.1513246,0.1061073,0.1446426,0.1120086,0.122304,0.1241419,0.1176066,0.1520214,0.2002301,0.0917021,0.1456636,0.2221197,,,,,,,,,,,,,
57.89,0.1570956,0.1077438,0.1405488,0.1154165,0.1153439,0.1259106,0.1050943,0.1429654,0.1868566,0.1032401,0.1381108,0.2169069,,,,,,,,,,,,,
57.9,0.1513432,0.1158107,0.1378763,0.1112212,0.122434,0.1251801,0.113742,0.1492286,0.1909876,0.0913611,0.1363722,0.2120498,,,,,,,,,,,,,
57.91,0.1549304,0.1037183,0.1404745,0.1187429,0.1177024,0.1181311,0.1170458,0.1449353,0.1976993,0.0999214,0.1405692,0.214621,,,,,,,,,,,,,
57.92,0.1529345,0.1120681,0.1344792,0.1200349,0.1107321,0.1118058,0.1210064,0.1458383,0.186536,0.0956869,0.1351754,0.2074227,,,,,,,,,,,,,
57.93,0.1450684,0.103391,0.1288623,0.1151045,0.1155458,0.1103345,0.1126106,0.1466997,0.1928371,0.0937767,0.132424,0.2166645,,,,,,,,,,,,,
57.94,0.1538023,0.1082248,0.1418956,0.1191826,0.1251509,0.1109287,0.1120918,0.1393148,0.1935256,0.0930487,0.123794,0.2113079,,,,,,,,,,,,,
57.95,0.1477567,0.1059089,0.1335369,0.1062262,0.117343,0.1152274,0.1126187,0.1375373,0.1866923,0.0973536,0.1091785,0.2138472,,,,,,,,,,,,,
57.96,0.1418131,0.101245,0.1502463,0.1051423,0.1160923,0.1278454,0.1152473,0.1320945,0.1812804,0.1006532,0.1155034,0.2245545,,,,,,,,,,,,,
57.97,0.1444778,0.0981952,0.1425009,0.1120899,0.1172206,0.1110587,0.1223368,0.141806,0.1764945,0.096376,0.1126318,0.2187044,,,,,,,,,,,,,
57.98,0.1494363,0.1100072,0.1712258,0.1071774,0.1076499,0.1129468,0.1114099,0.1448229,0.192446,0.1032182,0.1122801,0.2195028,,,,,,,,,,,,,
57.99,0.1502249,0.1102639,0.1511767,0.1221529,0.1247717,0.1187239,0.1180142,0.1379563,0.1920225,0.1007859,0.1286029,0.2106049,,,,,,,,,,,,,
58,0.1462503,0.1086553,0.1545663,0.1216017,0.1060155,0.1205626,0.1115581,0.1432644,0.1797248,0.104773,0.1405169,0.2168331,,,,,,,,,,,,,
58.01,0.1449218,0.1060253,0.1545811,0.1284068,0.1203385,0.1136242,0.1121321,0.1411023,0.1855876,0.0921257,0.1365646,0.2100697,,,,,,,,,,,,,
58.02,0.1524646,0.105307,0.149332,0.1205534,0.1239264,0.1180128,0.1244291,0.138313,0.1766931,0.100071,0.1287045,0.2184097,,,,,,,,,,,,,
58.03,0.1430899,0.1061232,0.1708536,0.1226551,0.1084101,0.1253589,0.1223353,0.1381452,0.1857347,0.1009265,0.1350802,0.2092607,,,,,,,,,,,,,
58.04,0.1363693,0.1058689,0.1631481,0.1146231,0.1201606,0.1155799,0.1155112,0.1481686,0.1796785,0.0963981,0.1352729,0.1983123,,,,,,,,,,,,,
58.05,0.1376796,0.1123097,0.1524788,0.1142217,0.1221045,0.1255123,0.1209417,0.1468449,0.1819807,0.0907711,0.1427642,0.204575,,,,,,,,,,,,,
58.06,0.1427428,0.1147173,0.1585979,0.1209441,0.1149314,0.1282226,0.1162565,0.141433,0.1901505,0.0970128,0.1415029,0.2110105,,,,,,,,,,,,,
58.07,0.1485156,0.1057401,0.1580671,0.123582,0.1205958,0.1318303,0.1193034,0.1412741,0.1844728,0.0962534,0.1362374,0.2079358,,,,,,,,,,,,,
58.08,0.1423966,0.1174159,0.1689919,0.1209752,0.1197783,0.136142,0.1150263,0.1415801,0.1819953,0.092725,0.1322818,0.2117039,,,,,,,,,,,,,
58.09,0.1372881,0.1238715,0.1644485,0.1248512,0.1159877,0.1306177,0.1136672,0.1405768,0.1860874,0.09793,0.14235,0.1994017,,,,,,,,,,,,,
58.1,0.1454018,0.11102,0.1687528,0.1213198,0.1188702,0.1378802,0.116839,0.1516238,0.1891992,0.0972488,0.1274505,0.2150798,,,,,,,,,,,,,
58.11,0.1535352,0.119708,0.1723343,0.1091047,0.1098266,0.121266,0.1210627,0.1439543,0.1919751,0.0994744,0.134282,0.208678,,,,,,,,,,,,,
58.12,0.1470536,0.1253469,0.1555907,0.1153734,0.1131675,0.1240946,0.1211837,0.1466771,0.192314,0.1008587,0.1313545,0.2202169,,,,,,,,,,,,,
58.13,0.1444862,0.1301325,0.1518324,0.1218011,0.1276096,0.1245792,0.1286229,0.1439901,0.1949539,0.0909678,0.1300272,0.2204371,,,,,,,,,,,,,
58.14,0.1422345,0.1183318,0.1589253,0.1277121,0.1196364,0.1158935,0.123369,0.1359987,0.1954475,0.0925201,0.1289184,0.2118888,,,,,,,,,,,,,
58.15,0.1397627,0.1258976,0.1552616,0.1329298,0.1121959,0.1289278,0.1226538,0.134939,0.1896527,0.0968276,0.1333242,0.2196057,,,,,,,,,,,,,
58.16,0.146355,0.1055369,0.1614427,0.1304861,0.1113164,0.121502,0.1307985,0.1398259,0.1873912,0.0900232,0.130602,0.2113523,,,,,,,,,,,,,
58.17,0.1414677,0.1105135,0.1645288,0.1166839,0.1087344,0.1138593,0.1269501,0.1443571,0.1685464,0.103942,0.1278379,0.219782,,,,,,,,,,,,,
58.18,0.1440033,0.1114159,0.1550604,0.1205222,0.107938,0.1255438,0.1092286,0.134463,0.1751457,0.099445,0.1307568,0.2124892,,,,,,,,,,,,,
58.19,0.1513811,0.1186072,0.1710375,0.113586,0.1013938,0.1163221,0.1194008,0.1415155,0.1833526,0.0843122,0.130587,0.2041085,,,,,,,,,,,,,
58.2,0.1473238,0.1072565,0.1565995,0.1244147,0.1017171,0.1169741,0.1117603,0.1454739,0.193324,0.0921414,0.1178998,0.2086418,,,,,,,,,,,,,
58.21,0.1419541,0.1072055,0.1628557,0.1228585,0.1046148,0.117168,0.120365,0.143954,0.1963842,0.1027834,0.1251653,0.2140524,,,,,,,,,,,,,
58.22,0.1493753,0.1033185,0.1475786,0.1213344,0.1157,0.1221876,0.1212905,0.1411374,0.1991256,0.0993709,0.1255548,0.2103618,,,,,,,,,,,,,
58.23,0.1471314,0.1058804,0.1573176,0.1217572,0.1098946,0.1162794,0.1364988,0.1430159,0.1950558,0.0993764,0.1192851,0.2221734,,,,,,,,,,,,,
58.24,0.1472881,0.1056799,0.1602886,0.1253301,0.1195458,0.1246436,0.1246521,0.1453304,0.1935353,0.111102,0.1280217,0.2077232,,,,,,,,,,,,,
58.25,0.1458039,0.1114494,0.1623295,0.1211535,0.1190349,0.1141303,0.120031,0.1500041,0.1954363,0.0964959,0.1321787,0.2195518,,,,,,,,,,,,,
58.26,0.141566,0.1151143,0.164543,0.1134508,0.1171909,0.1141018,0.1135532,0.1427217,0.1939059,0.0993612,0.1238184,0.2141612,,,,,,,,,,,,,
58.27,0.1426518,0.1068032,0.1728102,0.1176464,0.1114993,0.1210053,0.1061247,0.1582069,0.1922415,0.1044957,0.1233359,0.2223756,,,,,,,,,,,,,
58.28,0.1407706,0.1144091,0.1762663,0.1101383,0.1188818,0.1248588,0.1252834,0.1453884,0.1919472,0.0906042,0.1494129,0.2187959,,,,,,,,,,,,,
58.29,0.1532893,0.1186893,0.1571466,0.1192331,0.1183744,0.1295749,0.1250021,0.1488933,0.1909684,0.102795,0.135469,0.202297,,,,,,,,,,,,,
58.3,0.1434764,0.1128026,0.1627641,0.1211561,0.1158161,0.1182339,0.121905,0.156295,0.1922301,0.0980053,0.1373393,0.2033867,,,,,,,,,,,,,
58.31,0.1478964,0.1027105,0.1464425,0.122241,0.1117364,0.1289989,0.1151244,0.1482949,0.1759321,0.1034794,0.141924,0.1965472,,,,,,,,,,,,,
58.32,0.1503698,0.1109701,0.1589831,0.1238301,0.099278,0.1272426,0.12051,0.1521353,0.1931288,0.1040265,0.1387508,0.2116247,,,,,,,,,,,,,
58.33,0.1557604,0.1079216,0.1602116,0.1222923,0.1011976,0.1215583,0.1194905,0.1483301,0.1898583,0.0992668,0.137008,0.2072731,,,,,,,,,,,,,
58.34,0.1430163,0.1013085,0.1732014,0.1274485,0.1077154,0.1328913,0.1175396,0.1528446,0.1810626,0.1012432,0.1331023,0.2182639,,,,,,,,,,,,,
58.35,0.1507265,0.1047481,0.1787907,0.1194637,0.107151,0.1353805,0.1105467,0.153073,0.1740071,0.1060172,0.1318323,0.2151702,,,,,,,,,,,,,
58.36,0.1562975,0.1009599,0.1771736,0.1091509,0.1014542,0.1349018,0.1197534,0.1465201,0.1897927,0.0975114,0.1244902,0.2085752,,,,,,,,,,,,,
58.37,0.1592178,0.098405,0.1845755,0.1175161,0.1074176,0.1280583,0.1105548,0.1508851,0.1786604,0.1029537,0.127921,0.2078695,,,,,,,,,,,,,
58.38,0.1453827,0.1003803,0.1828484,0.1209114,0.1032833,0.1326289,0.1190413,0.1507173,0.1890514,0.0940073,0.1352672,0.225299,,,,,,,,,,,,,
58.39,0.1413294,0.1091263,0.1774413,0.1252034,0.1100289,0.1324717,0.1201062,0.1460765,0.1785655,0.0971068,0.139247,0.2155841,,,,,,,,,,,,,
58.4,0.1515204,0.0973808,0.1827799,0.1215321,0.0993823,0.1466626,0.1251706,0.1439159,0.1754289,0.1009776,0.130996,0.2188682,,,,,,,,,,,,,
58.41,0.1520031,0.1036558,0.1680965,0.1232531,0.1100373,0.1239646,0.1185719,0.1469484,0.1859106,0.1143016,0.1239388,0.2266957,,,,,,,,,,,,,
58.42,0.1524406,0.1040644,0.1708687,0.1264235,0.1199986,0.1251052,0.1199896,0.1514864,0.188833,0.1027011,0.1271812,0.2223842,,,,,,,,,,,,,
58.43,0.1473581,0.1084865,0.1566903,0.1192174,0.1230791,0.1419884,0.1183274,0.1483746,0.1957378,0.0976457,0.1277295,0.2150771,,,,,,,,,,,,,
58.44,0.1513114,0.1093126,0.1716093,0.1122877,0.1378189,0.1366371,0.117026,0.153087,0.1970565,0.0948709,0.1335627,0.216696,,,,,,,,,,,,,
58.45,0.1433408,0.117198,0.1592731,0.1124885,0.1302706,0.133838,0.1212586,0.1436699,0.2001107,0.0997094,0.1327877,0.2194136,,,,,,,,,,,,,
58.46,0.1507794,0.1106834,0.1550858,0.1245276,0.1245461,0.1362493,0.1199943,0.140566,0.1876834,0.0947345,0.1239538,0.2124228,,,,,,,,,,,,,
58.47,0.1466753,0.1241317,0.1627039,0.1200771,0.1172218,0.1427143,0.1233674,0.1414765,0.1886613,0.0988334,0.1295833,0.2153266,,,,,,,,,,,,,
58.48,0.1456037,0.1186789,0.163311,0.1167776,0.1330127,0.1363135,0.1276057,0.1464888,0.1903024,0.104919,0.1234973,0.2077279,,,,,,,,,,,,,
58.49,0.148918,0.1093981,0.1790876,0.1114435,0.1376525,0.1288645,0.1357048,0.1499198,0.1939405,0.1031511,0.126975,0.2087276,,,,,,,,,,,,,
58.5,0.1538028,0.1122283,0.1735671,0.1184514,0.1331221,0.1471076,0.1248588,0.1381551,0.1852182,0.1051166,0.1318902,0.2160396,,,,,,,,,,,,,
58.51,0.1528363,0.1174398,0.1846216,0.1177813,0.1503481,0.1412301,0.1209684,0.1423202,0.1984896,0.1169991,0.133616,0.2254628,,,,,,,,,,,,,
58.52,0.1555082,0.1115168,0.1781362,0.116765,0.151063,0.1457031,0.1276368,0.1446269,0.1914293,0.1095698,0.1336926,0.2074619,,,,,,,,,,,,,
58.53,0.1468931,0.1155812,0.1838884,0.1256686,0.1327575,0.1414516,0.1255608,0.1400425,0.1910277,0.0937898,0.1436544,0.2128999,,,,,,,,,,,,,
58.54,0.1558927,0.1143544,0.180726,0.1227652,0.1243382,0.1461889,0.1213514,0.1477831,0.1982844,0.097077,0.1334463,0.2174546,,,,,,,,,,,,,
58.55,0.1481996,0.1089036,0.1761234,0.1164925,0.1058999,0.1467144,0.1157699,0.1422812,0.1881772,0.0917428,0.1260084,0.2083735,,,,,,,,,,,,,
58.56,0.1511454,0.1128834,0.1878447,0.1297653,0.1193503,0.1394856,0.1222952,0.1479293,0.1824609,0.0964547,0.1284558,0.2159806,,,,,,,,,,,,,
58.57,0.1558736,0.1131706,0.1842046,0.1282019,0.1191968,0.1345071,0.1278812,0.1447452,0.1922117,0.0934383,0.1286075,0.2084399,,,,,,,,,,,,,
58.58,0.1640986,0.1129414,0.1902937,0.1361943,0.1254664,0.1362093,0.1375059,0.1463778,0.1837138,0.0936554,0.1178969,0.211547,,,,,,,,,,,,,
58.59,0.1608867,0.1077627,0.1908505,0.144852,0.1163329,0.1360526,0.1292777,0.1442296,0.1879829,0.0978304,0.1197731,0.2135633,,,,,,,,,,,,,
58.6,0.1619208,0.1088336,0.1737863,0.1354703,0.1147636,0.1276708,0.1443882,0.144665,0.182795,0.0974482,0.1231003,0.2117387,,,,,,,,,,,,,
58.61,0.164674,0.1221424,0.1685953,0.1338247,0.1331324,0.1305034,0.1384319,0.1436255,0.1849856,0.0959572,0.1169839,0.2044055,,,,,,,,,,,,,
58.62,0.1750774,0.1175401,0.1688774,0.1315757,0.1419518,0.1292768,0.1333302,0.1432786,0.1816077,0.0971669,0.133699,0.2085865,,,,,,,,,,,,,
58.63,0.1753866,0.1143914,0.1840857,0.1319606,0.1264156,0.1330285,0.1322935,0.1360458,0.1879835,0.0997025,0.1264791,0.2068804,,,,,,,,,,,,,
58.64,0.1742329,0.1050397,0.1811648,0.1208351,0.1258054,0.1373854,0.1314665,0.1357992,0.1849053,0.0962601,0.1201846,0.1934216,,,,,,,,,,,,,
58.65,0.163088,0.116344,0.1955604,0.1278972,0.128871,0.1324949,0.1319767,0.1374891,0.1945745,0.0850586,0.1200936,0.1948692,,,,,,,,,,,,,
58.66,0.1642689,0.1131357,0.1855758,0.1194193,0.1257201,0.1280542,0.1242294,0.1430535,0.1801165,0.098724,0.1215279,0.1878322,,,,,,,,,,,,,
58.67,0.1536545,0.112144,0.187153,0.1148123,0.1162171,0.1222999,0.1418217,0.147018,0.1717874,0.0939875,0.1317015,0.1856392,,,,,,,,,,,,,
