Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
89.09,0.1414015,0.1350296,0.196098,0.1301552,0.126562,0.1325852,0.1385609,0.1218952,0.1117039,0.0959219,0.1377983,0.1824128,,,,,,,,,,,,,
89.1,0.1332487,0.1296441,0.19536,0.1472964,0.1267691,0.1311814,0.1255843,0.1191964,0.1075608,0.0916831,0.1346892,0.1864309,,,,,,,,,,,,,
89.11,0.1252295,0.1360085,0.2021132,0.1436619,0.1233031,0.1302922,0.1314154,0.128775,0.1080307,0.0901868,0.1375912,0.1974868,,,,,,,,,,,,,
89.12,0.1273258,0.1314459,0.2079172,0.1431858,0.1211611,0.1352198,0.1290133,0.1291306,0.0993166,0.099254,0.1254082,0.1890832,,,,,,,,,,,,,
89.13,0.1300452,0.1292786,0.2001599,0.1307877,0.1196105,0.1300009,0.1272995,0.134209,0.1068642,0.0914695,0.1398486,0.1850032,,,,,,,,,,,,,
89.14,0.1332906,0.1254904,0.198047,0.1437086,0.124117,0.1293162,0.1245996,0.1263706,0.0998794,0.0910163,0.1439079,0.1957793,,,,,,,,,,,,,
89.15,0.142853,0.1298747,0.1910399,0.1386511,0.1217423,0.1339117,0.1197431,0.1281847,0.1154073,0.094687,0.1276072,0.1962887,,,,,,,,,,,,,
89.16,0.1286366,0.138124,0.1907604,0.1384952,0.1342548,0.1330786,0.1275987,0.1339971,0.111514,0.0884301,0.1347993,0.2014906,,,,,,,,,,,,,
89.17,0.1425463,0.1304749,0.1948751,0.1403901,0.1307348,0.1365475,0.1384403,0.1360629,0.1180543,0.0856228,0.1423741,0.1946576,,,,,,,,,,,,,
89.18,0.1412261,0.1336702,0.1932614,0.1281576,0.1318476,0.1382558,0.1387665,0.1351827,0.1271766,0.0822691,0.1458693,0.1859018,,,,,,,,,,,,,
89.19,0.1434846,0.1288887,0.2147376,0.1317098,0.1246981,0.1420098,0.1361947,0.1344523,0.1236397,0.0869313,0.163955,0.1890477,,,,,,,,,,,,,
89.2,0.1442436,0.1364371,0.1984527,0.1386005,0.1386432,0.1464746,0.129444,0.137894,0.1144588,0.0998666,0.1683956,0.1838404,,,,,,,,,,,,,
89.21,0.1435781,0.1485198,0.2022296,0.1408113,0.1222349,0.145312,0.1270855,0.1342567,0.1162175,0.0890055,0.1613792,0.183698,,,,,,,,,,,,,
89.22,0.1447342,0.1326301,0.1949066,0.1317021,0.1270276,0.1327106,0.1240321,0.1287127,0.1068733,0.093482,0.1582629,0.1779042,,,,,,,,,,,,,
89.23,0.1447829,0.127702,0.2100349,0.1372515,0.1279522,0.1316577,0.1311964,0.12843,0.1157891,0.095599,0.1475692,0.1853609,,,,,,,,,,,,,
89.24,0.1444137,0.1389553,0.2130049,0.1287535,0.1238407,0.1362897,0.1312012,0.1332463,0.1103934,0.0837115,0.1518138,0.1864346,,,,,,,,,,,,,
89.25,0.1369483,0.1336313,0.2048859,0.1376478,0.1203563,0.1407721,0.1308448,0.126997,0.1121781,0.0934116,0.1649831,0.2053121,,,,,,,,,,,,,
89.26,0.1422189,0.1316564,0.214983,0.1290793,0.1212277,0.1398309,0.1321689,0.1196294,0.11371,0.0868674,0.1729656,0.2045469,,,,,,,,,,,,,
89.27,0.1470766,0.1328953,0.211253,0.1256222,0.1261352,0.1474584,0.1320367,0.1285372,0.1143723,0.0982833,0.1668012,0.1982954,,,,,,,,,,,,,
89.28,0.1442799,0.1239193,0.2028764,0.1238809,0.126722,0.1509078,0.1319878,0.129204,0.1152297,0.0968783,0.1564736,0.186908,,,,,,,,,,,,,
89.29,0.1393307,0.1269893,0.1966375,0.1227815,0.1318429,0.1414881,0.1351759,0.1414359,0.1109934,0.0920065,0.1695263,0.1951058,,,,,,,,,,,,,
89.3,0.1364503,0.1239939,0.2089172,0.1190717,0.1328695,0.1451125,0.1303653,0.1411351,0.1226252,0.0949681,0.1717001,0.1837676,,,,,,,,,,,,,
89.31,0.138767,0.1293341,0.1924446,0.1249182,0.1253728,0.1382432,0.1305261,0.1392514,0.1202435,0.0917729,0.1577078,0.1845982,,,,,,,,,,,,,
89.32,0.1315794,0.1159804,0.2017899,0.1296957,0.1396427,0.1352168,0.1415793,0.1388717,0.1263188,0.0982696,0.1650569,0.191233,,,,,,,,,,,,,
89.33,0.1375843,0.1175962,0.2123401,0.1268285,0.140016,0.1396936,0.1296556,0.1293195,0.1221868,0.1054396,0.1627206,0.185302,,,,,,,,,,,,,
89.34,0.138289,0.1251808,0.2058949,0.1232997,0.1421547,0.1298349,0.1374441,0.1363891,0.1170233,0.1120653,0.1391398,0.1876607,,,,,,,,,,,,,
89.35,0.1421581,0.123969,0.1836801,0.1353827,0.1419553,0.1292064,0.1288654,0.1308816,0.1166215,0.1273192,0.1333464,0.1833729,,,,,,,,,,,,,
89.36,0.1422437,0.1279862,0.1988663,0.1454018,0.1267307,0.1305596,0.1197309,0.1410588,0.1072961,0.1278567,0.1395837,0.1888299,,,,,,,,,,,,,
89.37,0.1346736,0.1258791,0.197801,0.1361134,0.1293544,0.1291191,0.1255105,0.1343104,0.0994758,0.1000778,0.1593556,0.1775625,,,,,,,,,,,,,
89.38,0.135309,0.1186686,0.1981797,0.1387974,0.1217015,0.1373385,0.1325618,0.1387883,0.1079909,0.1095012,0.1415243,0.1853222,,,,,,,,,,,,,
89.39,0.1489763,0.1327939,0.2019224,0.1307194,0.1277633,0.1332036,0.1240007,0.1254387,0.1160015,0.1056864,0.1475206,0.1826946,,,,,,,,,,,,,
89.4,0.1339632,0.1253817,0.1991617,0.1288188,0.1247967,0.1321437,0.1240854,0.1284403,0.1182246,0.1010799,0.154999,0.1864311,,,,,,,,,,,,,
89.41,0.1431984,0.1260967,0.1984835,0.1229497,0.1269481,0.1422213,0.1249264,0.1283425,0.1276713,0.1081542,0.1323423,0.1876073,,,,,,,,,,,,,
89.42,0.1508671,0.1185267,0.2043392,0.1319343,0.1275681,0.1258852,0.1259996,0.1354679,0.1128171,0.1118362,0.142858,0.1681103,,,,,,,,,,,,,
89.43,0.1416699,0.1134459,0.199169,0.1391262,0.117657,0.1263553,0.1173815,0.1337958,0.1206997,0.1018554,0.1485206,0.1796566,,,,,,,,,,,,,
89.44,0.1351427,0.1285393,0.2191947,0.1406744,0.1430778,0.1264471,0.1253833,0.1401808,0.110691,0.0974431,0.1440658,0.1754322,,,,,,,,,,,,,
89.45,0.1455392,0.1209052,0.2242931,0.140461,0.120249,0.1281594,0.1279535,0.14207,0.1256651,0.1020147,0.1531316,0.1660142,,,,,,,,,,,,,
89.46,0.1495014,0.1270888,0.2086446,0.1491221,0.1302097,0.132198,0.1174164,0.145513,0.1255459,0.1057456,0.1484821,0.1685824,,,,,,,,,,,,,
89.47,0.1349948,0.1310539,0.2270399,0.1492252,0.1315221,0.1326269,0.1226045,0.1369822,0.1127058,0.0894705,0.1475656,0.1782814,,,,,,,,,,,,,
89.48,0.1395847,0.1319821,0.2321873,0.1443276,0.1216505,0.1288287,0.1276808,0.1578668,0.1141277,0.0917382,0.1526955,0.1866462,,,,,,,,,,,,,
89.49,0.1365221,0.1413462,0.2121024,0.1428308,0.1206423,0.1388336,0.133688,0.1446183,0.1308697,0.0997159,0.1477266,0.1932104,,,,,,,,,,,,,
89.5,0.1416267,0.1389368,0.2182759,0.1313377,0.1246342,0.1378724,0.1324161,0.1273093,0.1211126,0.0889617,0.140807,0.1804593,,,,,,,,,,,,,
89.51,0.1403726,0.1367295,0.2226164,0.1295526,0.1111497,0.1436336,0.1344447,0.1278555,0.116857,0.0906137,0.1314444,0.177963,,,,,,,,,,,,,
89.52,0.1372737,0.1334095,0.2204387,0.1274094,0.1105673,0.1435268,0.1454618,0.1340342,0.1232309,0.0853051,0.1366632,0.1663098,,,,,,,,,,,,,
89.53,0.1364359,0.1350077,0.2509808,0.1308073,0.1162086,0.1386188,0.1315457,0.1227374,0.110401,0.0855861,0.135285,0.1834383,,,,,,,,,,,,,
89.54,0.1430189,0.1315325,0.2349122,0.1305673,0.1188246,0.1389969,0.1329322,0.129449,0.1155449,0.0977359,0.1470315,0.1865634,,,,,,,,,,,,,
89.55,0.1516319,0.1292086,0.2317823,0.1340452,0.115784,0.1455019,0.1309508,0.1223673,0.1272959,0.095862,0.1463628,0.1903191,,,,,,,,,,,,,
89.56,0.1393735,0.12845,0.2103638,0.1237186,0.117008,0.1556278,0.1275967,0.117948,0.1115761,0.0987733,0.1304099,0.1979451,,,,,,,,,,,,,
89.57,0.1407997,0.1268647,0.2029354,0.1192193,0.1289601,0.1484518,0.1279242,0.1435937,0.1192229,0.0991662,0.1340036,0.1817734,,,,,,,,,,,,,
89.58,0.1439242,0.1293539,0.1977961,0.1325883,0.1398565,0.157746,0.1313398,0.1356199,0.1186163,0.1026264,0.1379559,0.1902184,,,,,,,,,,,,,
89.59,0.1391528,0.1367855,0.2139363,0.1388699,0.1249475,0.1575205,0.1309801,0.1381304,0.1176793,0.0914107,0.1350417,0.180609,,,,,,,,,,,,,
89.6,0.1333481,0.1299419,0.2220273,0.1333204,0.1225033,0.1508167,0.1284006,0.1329618,0.1223525,0.0916334,0.1439635,0.1818124,,,,,,,,,,,,,
89.61,0.1339971,0.1292605,0.2106057,0.131457,0.1217632,0.1406763,0.1293543,0.1184245,0.1193854,0.0977481,0.1474266,0.1881299,,,,,,,,,,,,,
89.62,0.140663,0.128382,0.228927,0.1282462,0.123581,0.1530137,0.1244485,0.1250224,0.100953,0.0914133,0.1387898,0.1952097,,,,,,,,,,,,,
89.63,0.1385899,0.1212501,0.2339547,0.1423631,0.13789,0.1598435,0.1365792,0.1258486,0.1058287,0.0951892,0.1536097,0.1827224,,,,,,,,,,,,,
89.64,0.1427544,0.1325462,0.220238,0.1382912,0.1200129,0.1637046,0.1443167,0.1224627,0.1054768,0.0993497,0.147814,0.1956156,,,,,,,,,,,,,
89.65,0.1382239,0.1292233,0.2018072,0.1302829,0.1405339,0.1650761,0.1394054,0.1403808,0.0989552,0.0973144,0.15225,0.1780615,,,,,,,,,,,,,
89.66,0.1414745,0.1195183,0.2205908,0.1262968,0.1357726,0.1664576,0.1520068,0.1385718,0.1071265,0.1042852,0.1425747,0.1804658,,,,,,,,,,,,,
89.67,0.1360805,0.1229533,0.2021553,0.1308714,0.1311726,0.1630316,0.1373571,0.1314402,0.0899144,0.0988892,0.1512544,0.1887089,,,,,,,,,,,,,
89.68,0.1285174,0.1344241,0.2134778,0.1362231,0.1310156,0.1766041,0.1393743,0.1380117,0.101292,0.0921002,0.1399048,0.1936972,,,,,,,,,,,,,
89.69,0.1337678,0.123914,0.2104464,0.1369808,0.127432,0.1747071,0.1380535,0.1327688,0.1112127,0.0953671,0.1564661,0.1780773,,,,,,,,,,,,,
89.7,0.1322082,0.1231245,0.2164254,0.133623,0.1404636,0.1916067,0.1397986,0.1180218,0.1088208,0.0899641,0.1537766,0.1837909,,,,,,,,,,,,,
89.71,0.1347457,0.1177825,0.1993793,0.1300942,0.1288055,0.161165,0.1387327,0.1208713,0.1124786,0.0870271,0.1446522,0.2013475,,,,,,,,,,,,,
89.72,0.1414192,0.1272296,0.1976339,0.1347309,0.1215428,0.1791761,0.13766,0.1324211,0.1135307,0.0871099,0.1479481,0.1923147,,,,,,,,,,,,,
89.73,0.1359766,0.1289461,0.204428,0.1340711,0.1229149,0.1701743,0.1352553,0.1327141,0.1022738,0.089181,0.1523199,0.1979797,,,,,,,,,,,,,
89.74,0.1390099,0.131337,0.213811,0.1418536,0.1308541,0.1677541,0.1418676,0.1314421,0.107889,0.0892341,0.1496141,0.2049376,,,,,,,,,,,,,
89.75,0.1330134,0.1376253,0.1925885,0.132858,0.1372699,0.1669608,0.1421984,0.1243675,0.1183043,0.0851055,0.1551273,0.1943973,,,,,,,,,,,,,
89.76,0.1344229,0.1399843,0.196349,0.1246855,0.1459002,0.1745734,0.140182,0.1416141,0.1177464,0.0937856,0.1566349,0.1958495,,,,,,,,,,,,,
89.77,0.1338686,0.1389058,0.1992278,0.1296237,0.1318316,0.1798698,0.1419907,0.1396468,0.126319,0.0972293,0.1475427,0.1908438,,,,,,,,,,,,,
89.78,0.130585,0.1409826,0.1938244,0.1316567,0.1632701,0.179174,0.1532693,0.123917,0.1239702,0.0893957,0.1499743,0.1937457,,,,,,,,,,,,,
89.79,0.1426451,0.1265885,0.1834734,0.1326647,0.1583335,0.1760412,0.1361826,0.1303189,0.1187459,0.0927725,0.1508118,0.1767341,,,,,,,,,,,,,
89.8,0.1319469,0.1373937,0.1861171,0.1307047,0.1415872,0.1797713,0.1443717,0.1275832,0.1208813,0.1070531,0.1465784,0.1822731,,,,,,,,,,,,,
89.81,0.1419463,0.1439211,0.2002291,0.1364668,0.1359914,0.190234,0.1489624,0.1269455,0.1259992,0.1111486,0.1433893,0.1882206,,,,,,,,,,,,,
89.82,0.1416768,0.1374652,0.2023577,0.1321063,0.1382912,0.189449,0.1466134,0.1217061,0.1039099,0.09108,0.1495472,0.1955541,,,,,,,,,,,,,
89.83,0.1480274,0.1443056,0.2109563,0.1451992,0.1455743,0.1863268,0.1483037,0.1248056,0.1043517,0.1041936,0.1551551,0.194454,,,,,,,,,,,,,
89.84,0.1417771,0.1408058,0.2049521,0.1447356,0.1366872,0.1670281,0.1376187,0.134156,0.1076512,0.0885809,0.1513727,0.189368,,,,,,,,,,,,,
89.85,0.1415318,0.1379306,0.2112633,0.1391252,0.1307766,0.1832177,0.1366829,0.1377115,0.1123742,0.1152472,0.1412153,0.1875288,,,,,,,,,,,,,
89.86,0.1460365,0.1294997,0.2013122,0.1407496,0.1359867,0.1700272,0.1356161,0.139762,0.1170017,0.1093814,0.1541402,0.1833437,,,,,,,,,,,,,
89.87,0.1471987,0.1338899,0.2014853,0.1292481,0.1392165,0.1661537,0.1385816,0.1324973,0.1185688,0.1204563,0.1559791,0.1909458,,,,,,,,,,,,,
89.88,0.1383588,0.1263667,0.2015133,0.1335457,0.1341279,0.1581302,0.1337023,0.1310147,0.1203246,0.1095179,0.1667213,0.1810709,,,,,,,,,,,,,
89.89,0.1283932,0.1411338,0.2064837,0.1339034,0.1317522,0.1606055,0.1418391,0.1256638,0.1145568,0.1115867,0.1662626,0.1947594,,,,,,,,,,,,,
89.9,0.139185,0.1256403,0.2171146,0.127894,0.1330928,0.1665809,0.147577,0.1296775,0.107539,0.1132296,0.1617964,0.1956801,,,,,,,,,,,,,
89.91,0.1379078,0.1282471,0.2113407,0.1333717,0.1328817,0.1599576,0.1485977,0.1393684,0.1287756,0.1163711,0.1564664,0.1972835,,,,,,,,,,,,,
89.92,0.1335891,0.1126414,0.2040935,0.1333516,0.1423713,0.1591029,0.142516,0.1355038,0.1158724,0.1092669,0.1511742,0.1999678,,,,,,,,,,,,,
89.93,0.1303993,0.1134096,0.2065928,0.1340918,0.1303952,0.1565819,0.1435497,0.1268108,0.1054319,0.1122705,0.1378283,0.1998999,,,,,,,,,,,,,
89.94,0.1267921,0.1322775,0.2007169,0.1279366,0.1424262,0.1650063,0.1470123,0.1286764,0.1188072,0.1076435,0.1522896,0.1963799,,,,,,,,,,,,,
89.95,0.134915,0.126881,0.1898369,0.1424331,0.128447,0.16527,0.1372653,0.1334498,0.1003888,0.1023653,0.1373556,0.2009609,,,,,,,,,,,,,
89.96,0.1240728,0.1293909,0.1851913,0.1322685,0.1411678,0.1558449,0.1328418,0.1367968,0.1098082,0.1026607,0.1376076,0.1947617,,,,,,,,,,,,,
89.97,0.1227981,0.1281801,0.2016943,0.1340826,0.1266485,0.1495519,0.1552926,0.1325436,0.1161062,0.10395,0.1527274,0.1842519,,,,,,,,,,,,,
89.98,0.1270251,0.1355152,0.2015584,0.1479976,0.133876,0.1503437,0.1336941,0.1381462,0.107947,0.1061965,0.1527128,0.1837992,,,,,,,,,,,,,
89.99,0.1311427,0.131117,0.2122481,0.1466338,0.1316224,0.1604675,0.1349149,0.1213854,0.1110313,0.094314,0.1481546,0.1948929,,,,,,,,,,,,,
90,0.1258299,0.1204867,0.2007775,0.1427894,0.135492,0.165293,0.1502,0.1309275,0.1180251,0.1037019,0.1235717,0.1917682,,,,,,,,,,,,,
90.01,0.1313259,0.1288124,0.2019847,0.1443216,0.1237288,0.1678005,0.1547081,0.1307737,0.1141822,0.0938826,0.1469017,0.1913419,,,,,,,,,,,,,
90.02,0.1376527,0.130917,0.2021918,0.1424625,0.1289619,0.1633541,0.1533817,0.1302447,0.1130793,0.0927544,0.1485218,0.1902226,,,,,,,,,,,,,
90.03,0.142681,0.1247327,0.1970833,0.1338528,0.1356463,0.1583195,0.1494382,0.1285088,0.1033229,0.0879566,0.1649382,0.1964809,,,,,,,,,,,,,
90.04,0.1407649,0.1372221,0.2034004,0.1429848,0.1279024,0.1578006,0.1480692,0.1237366,0.1234718,0.0973033,0.1611884,0.1925529,,,,,,,,,,,,,
90.05,0.139164,0.1336175,0.2121742,0.1376303,0.1333896,0.1687893,0.1576777,0.1306903,0.1206266,0.0937319,0.1358047,0.2004093,,,,,,,,,,,,,
90.06,0.1316537,0.1301865,0.2099519,0.1390972,0.1320818,0.1703956,0.1500166,0.1411877,0.1107703,0.1112197,0.1554254,0.1907032,,,,,,,,,,,,,
90.07,0.1279226,0.1327076,0.2286021,0.1362488,0.1287496,0.1660887,0.1483583,0.133597,0.1114995,0.1025354,0.1553244,0.1849296,,,,,,,,,,,,,
90.08,0.1312063,0.1293229,0.2142749,0.1390975,0.1347924,0.1621034,0.1471846,0.1305341,0.1040109,0.0999748,0.142316,0.1862989,,,,,,,,,,,,,
90.09,0.1307708,0.1261671,0.2098279,0.140495,0.1378234,0.1756269,0.1422578,0.1328862,0.130564,0.1047383,0.1397104,0.1867296,,,,,,,,,,,,,
90.1,0.1337859,0.1196143,0.185033,0.1421551,0.1333021,0.1558336,0.1424633,0.1293832,0.1074112,0.0925736,0.1433188,0.1977902,,,,,,,,,,,,,
90.11,0.1376398,0.1313337,0.1747769,0.1418103,0.1264324,0.1695893,0.1463475,0.1468365,0.1061735,0.0976821,0.1519268,0.1927122,,,,,,,,,,,,,
90.12,0.1312466,0.12144,0.1888241,0.1384328,0.1297533,0.1549841,0.1361084,0.149217,0.1056877,0.0927471,0.136985,0.1945302,,,,,,,,,,,,,
90.13,0.1274517,0.1263172,0.1866151,0.1394991,0.1218557,0.1636463,0.1442187,0.1435114,0.1066914,0.1052776,0.1265165,0.1901844,,,,,,,,,,,,,
90.14,0.1390059,0.1215998,0.1917505,0.1325211,0.1246122,0.1574547,0.1522771,0.1288989,0.1097646,0.1026774,0.1274418,0.2146334,,,,,,,,,,,,,
90.15,0.1362122,0.1282423,0.1889008,0.1362471,0.1264433,0.1566177,0.1392668,0.1449196,0.1099027,0.115962,0.1379771,0.1886408,,,,,,,,,,,,,
90.16,0.1378348,0.1170025,0.2003931,0.134278,0.1252933,0.1555419,0.1385011,0.1415807,0.1036621,0.1039159,0.1402026,0.1929143,,,,,,,,,,,,,
90.17,0.1417126,0.1177494,0.184212,0.1303779,0.12036,0.1472442,0.1448579,0.1442402,0.1039574,0.1098096,0.1500945,0.1925373,,,,,,,,,,,,,
90.18,0.1329103,0.1290196,0.1997292,0.1324207,0.126351,0.1513352,0.1396935,0.1349295,0.1143018,0.105968,0.1553066,0.1980148,,,,,,,,,,,,,
90.19,0.133696,0.123227,0.1947552,0.1353156,0.1294816,0.1545811,0.1372328,0.1331258,0.0961066,0.0996678,0.1498695,0.1959215,,,,,,,,,,,,,
90.2,0.125407,0.1263982,0.1847146,0.1279342,0.1287693,0.1489894,0.1424938,0.1313348,0.0988761,0.0952721,0.1550542,0.1949945,,,,,,,,,,,,,
90.21,0.1310516,0.1220461,0.1919796,0.1354286,0.1301619,0.1469861,0.1555198,0.1389132,0.1056484,0.0921163,0.1494425,0.1961457,,,,,,,,,,,,,
90.22,0.1315899,0.1296032,0.1909147,0.1338062,0.1301319,0.1408984,0.1502239,0.1314079,0.1130188,0.1089592,0.1425773,0.1976521,,,,,,,,,,,,,
90.23,0.1386035,0.1266803,0.1879074,0.1272784,0.1219256,0.1517197,0.1464555,0.1371736,0.1070088,0.0978074,0.1297214,0.1896707,,,,,,,,,,,,,
90.24,0.1403498,0.126774,0.2085363,0.1320584,0.1192901,0.1630674,0.1500298,0.1344286,0.1166837,0.1049759,0.149352,0.2025952,,,,,,,,,,,,,
90.25,0.1343587,0.129274,0.2078039,0.1242607,0.1279308,0.144298,0.146466,0.1302363,0.1131232,0.0966783,0.1467793,0.1912646,,,,,,,,,,,,,
90.26,0.1424355,0.1308589,0.2023938,0.1350008,0.1237051,0.1353573,0.1414013,0.1317261,0.1106098,0.1040279,0.142771,0.1924249,,,,,,,,,,,,,
90.27,0.130406,0.1267172,0.2009627,0.1333913,0.1191912,0.138333,0.1378396,0.1398479,0.1160714,0.1036371,0.1445178,0.1985755,,,,,,,,,,,,,
90.28,0.1373616,0.1272759,0.2029438,0.1434757,0.1192327,0.1340318,0.1297227,0.1436644,0.1070778,0.1079556,0.1426044,0.1989529,,,,,,,,,,,,,
90.29,0.1381138,0.1325548,0.2157853,0.1352701,0.1361665,0.1350306,0.1433946,0.1303791,0.107616,0.1018999,0.1287059,0.1912456,,,,,,,,,,,,,
90.3,0.1359102,0.1260508,0.1976112,0.1353327,0.133864,0.1294144,0.1318016,0.1317948,0.1126917,0.111741,0.1184756,0.1813477,,,,,,,,,,,,,
90.31,0.1368241,0.1303979,0.206532,0.1402578,0.1362209,0.133379,0.1361548,0.135168,0.1096146,0.0922443,0.1231064,0.1970107,,,,,,,,,,,,,
90.32,0.1338553,0.1281576,0.2088598,0.1403329,0.1231855,0.1357738,0.1333246,0.1260755,0.1127886,0.1051616,0.1135404,0.1992657,,,,,,,,,,,,,
90.33,0.1436985,0.1364187,0.2115807,0.1325073,0.1351978,0.1449149,0.1348017,0.1274163,0.1092681,0.0951995,0.1277135,0.198151,,,,,,,,,,,,,
90.34,0.1401695,0.1272489,0.2040238,0.1361332,0.1368261,0.1362783,0.1398967,0.1296607,0.109725,0.0999723,0.1322032,0.1934467,,,,,,,,,,,,,
90.35,0.1289458,0.1173322,0.2188759,0.1342898,0.1395789,0.1398133,0.1391917,0.1291754,0.099439,0.0983615,0.1349994,0.1905738,,,,,,,,,,,,,
90.36,0.1352412,0.1169522,0.2219609,0.1377557,0.1372249,0.1351996,0.1293205,0.1314467,0.1026437,0.0939268,0.1321919,0.1992316,,,,,,,,,,,,,
90.37,0.1298087,0.1249818,0.2084946,0.1316189,0.140941,0.1390277,0.1301512,0.1313089,0.099109,0.1080808,0.1203431,0.1965546,,,,,,,,,,,,,
90.38,0.1283607,0.123867,0.2207752,0.1269637,0.1158879,0.1217346,0.1449087,0.1330031,0.1077137,0.104911,0.1221898,0.1978508,,,,,,,,,,,,,
90.39,0.1313079,0.1295605,0.2011648,0.1330447,0.131219,0.1417097,0.1397949,0.1449884,0.1011435,0.0940501,0.1328152,0.1927032,,,,,,,,,,,,,
90.4,0.1402503,0.1282369,0.185831,0.136263,0.1534175,0.1476932,0.1409041,0.1321625,0.1052392,0.1049816,0.1356048,0.1963556,,,,,,,,,,,,,
90.41,0.1389265,0.1304472,0.1807883,0.132827,0.137691,0.133114,0.1531281,0.1488162,0.0980852,0.1067642,0.1297765,0.1947062,,,,,,,,,,,,,
90.42,0.1420625,0.1252823,0.1866073,0.1287391,0.1230212,0.1411628,0.1587052,0.1424149,0.1131155,0.1051865,0.1255308,0.1903699,,,,,,,,,,,,,
90.43,0.1298436,0.1279665,0.1845494,0.1292018,0.121037,0.133186,0.1571408,0.1381931,0.1049616,0.1004992,0.1303161,0.1843498,,,,,,,,,,,,,
90.44,0.1369668,0.1352989,0.1841297,0.1311791,0.1274438,0.1407498,0.1529076,0.1491438,0.1006003,0.1049384,0.1273962,0.1888019,,,,,,,,,,,,,
90.45,0.1398297,0.1274621,0.1795278,0.1223504,0.1222456,0.1356561,0.1444745,0.1472915,0.1122517,0.0947425,0.1386099,0.1990737,,,,,,,,,,,,,
90.46,0.1357504,0.1248498,0.1895929,0.1258447,0.1402701,0.1331293,0.1418266,0.1374368,0.1086905,0.0982935,0.1463231,0.1898103,,,,,,,,,,,,,
90.47,0.1331241,0.118327,0.2106653,0.1329218,0.1278585,0.1398304,0.1498472,0.1351001,0.1183966,0.1065867,0.1483568,0.1903933,,,,,,,,,,,,,
90.48,0.1416042,0.1250774,0.2205598,0.1246715,0.1220909,0.1281749,0.1423565,0.1380517,0.1207525,0.0971683,0.1445297,0.2018306,,,,,,,,,,,,,
90.49,0.143259,0.1326087,0.2187075,0.1297319,0.132354,0.1393882,0.1496408,0.1341441,0.115596,0.1080365,0.1412552,0.195219,,,,,,,,,,,,,
90.5,0.1398689,0.1361787,0.2320741,0.1252251,0.1328766,0.1435982,0.1449157,0.1253325,0.1083184,0.1040794,0.1519824,0.2029703,,,,,,,,,,,,,
90.51,0.1494334,0.1307431,0.2188792,0.1318676,0.1419007,0.1329255,0.1501861,0.1370508,0.1226109,0.1069405,0.1492623,0.1981634,,,,,,,,,,,,,
90.52,0.145156,0.1210703,0.2111275,0.1353058,0.1341196,0.1332972,0.1434126,0.1341491,0.1173731,0.1080242,0.1408278,0.202898,,,,,,,,,,,,,
90.53,0.138968,0.135253,0.2141735,0.135556,0.1283564,0.1364684,0.1499616,0.1307113,0.1068321,0.1074828,0.1277254,0.1966877,,,,,,,,,,,,,
90.54,0.1407184,0.1316277,0.2200181,0.1320572,0.1212718,0.135282,0.1406213,0.1433739,0.1218681,0.1117505,0.1433355,0.1926194,,,,,,,,,,,,,
90.55,0.1395283,0.1250954,0.2263537,0.1394983,0.1266719,0.1295339,0.1394256,0.1442499,0.1170016,0.1122535,0.1234316,0.1887229,,,,,,,,,,,,,
90.56,0.1402252,0.1320484,0.2287411,0.1363614,0.1249568,0.1289477,0.1368693,0.1309043,0.11406,0.1136552,0.1308737,0.192577,,,,,,,,,,,,,
90.57,0.1498387,0.1383359,0.2203118,0.1362941,0.1152557,0.1379131,0.133454,0.1388552,0.1112489,0.1136148,0.1265229,0.1927399,,,,,,,,,,,,,
90.58,0.1436231,0.131432,0.2113728,0.1310125,0.1080098,0.1389022,0.1338487,0.130898,0.1040992,0.10187,0.1155501,0.1884378,,,,,,,,,,,,,
90.59,0.1451674,0.1389466,0.2052977,0.1291544,0.1132351,0.1360741,0.1437468,0.1405386,0.1172514,0.1032078,0.1177954,0.1847762,,,,,,,,,,,,,
90.6,0.1322223,0.1303957,0.1955024,0.1294338,0.1203966,0.1393364,0.135077,0.1442144,0.1430689,0.0961892,0.1207177,0.1942217,,,,,,,,,,,,,
90.61,0.1443575,0.1362433,0.1824259,0.1364498,0.1189865,0.1468553,0.1439945,0.1316845,0.1319118,0.109705,0.1293853,0.1935859,,,,,,,,,,,,,
90.62,0.1405212,0.1317029,0.1953178,0.1323403,0.1176908,0.1347461,0.1459741,0.1303219,0.1350593,0.1047429,0.1397748,0.1907122,,,,,,,,,,,,,
90.63,0.1369302,0.1272978,0.2008568,0.1311017,0.1200518,0.1321018,0.1525801,0.1392353,0.1433156,0.1272501,0.1342488,0.1948731,,,,,,,,,,,,,
90.64,0.1384948,0.1180518,0.2175903,0.1356225,0.1276008,0.1397544,0.1509673,0.1377172,0.1449688,0.1219419,0.1389626,0.1872713,,,,,,,,,,,,,
90.65,0.1394688,0.1329576,0.2074611,0.1383841,0.1212089,0.1304072,0.1447136,0.1400609,0.1345226,0.1039494,0.142216,0.1899992,,,,,,,,,,,,,
